IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,NUM,CPOSTAL,POBLACIO,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,LOCALITZACIO
2026162,CAP Comte Borrell,CAP Comte Borrell,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR COMTE BORRELL, 305",,,08036,Barcelona,Barcelonès,932271800/88,,93 312 94 92,428540.884,4582138.667,2.14530065,41.387604291,capse@clinic.ub.es,,10/31/2017 08:09:16 AM +0000,"Horari|de dl. a dv. de 8 a 20 h. ds. de 9 a 14 al CAP Eixample (ATDOM fins les 17 h). Fora d'aquest horari telèfon 061 CatSalut Respon o a l'Hospital Sagrat Cor, CUAP Manso, Hospital Plató. Urgències pediàtriques de 8 a 22 h de dl. a dg. al Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE)",
2026163,CAP Doctor Carles Ribas,CAP Doctor Carles Ribas,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR DEL FOC, 112",,,08038,Barcelona,Barcelonès,932232888,,93 223 05 49,428434.005,4578901.003,2.144404649,41.35843429,,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o al CAP Manso (CUAP). Urgències pediàtriques de 8 a 22.h al Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE) dl. a dg.,
2026164,CAP Doctor Lluís Sayé,CAP Doctor Lluís Sayé,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR TORRES I AMAT, 8",,,08001,Barcelona,Barcelonès,933012532,,93 317 12 17,430163.32,4581768.359,2.164746767,41.384411542,cvrn01.pbcn@ics.scs.es,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h  (ds. de 9 a 17 CAP Casc Antic). Fora d'aquest horari telèfon 061 CatSalut Respon o al Centre Peracamps (CUAP) o al CAP Manso (CUAP).,
2026165,CAP Drassanes,CAP Drassanes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV DRASSANES, 17-21",,,08001,Barcelona,Barcelonès,933294495,,93 329 30 50,430869.59,4580899.962,2.173292036,41.376651149,cvgo01.pbcn@ics.scs.es,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h. ( ds. de 9 a 17 h al CAP Casc Antic). Fora d'aquest horari telèfon 061 CatSalut Respon o al Centre Peracamps (CUAP) o CUAP Manso,
2026166,CAP El Carmel,CAP El Carmel,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR MURTRA, 130",,,08032,Barcelona,Barcelonès,933571853,,93 357 21 22,429378.963,4585845.131,2.15489114,41.42106103,,,10/31/2017 08:09:16 AM +0000,Telèfon cita prèvia|93 357 18 53,
2026167,CAP El Clot,CAP El Clot,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR CONCILIO DE TRENTO, 25",,,08018,Barcelona,Barcelonès,933037301,,93 352 01 56,432551.611,4584758.595,2.19297508,41.411547539,,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h. (ds. de 9 a 17 al CAP Poble Nou). Fora d'aquest horari telèfon 061 CatSalut Respon o al CUAP Sant Martí,
2026168,CAP Gòtic,CAP Gòtic,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," PG DE LA PAU, 1-1",,,08002,Barcelona,Barcelonès,933436140,,93 412 03 08,431182.786,4581118.478,2.177012264,41.378646109,cvgo01.pbcn@ics.scs.es,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h. (ds. de 9 a 17 h al CAP Casc Antic). Fora d'aquest horari telèfon 061 CatSalut Respon o al CUAP Peracamps o al CAP Manso (CUAP)|Telèfon cita prèvia|93 343 61 40,
2026169,CAP Gòtic (Annex Rull),CAP Gòtic (Annex Rull),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR RULL, 9, pis BA",,,08002,Barcelona,Barcelonès,932702380,,93 304 33 65,431205.597,4581192.659,2.17727661,41.379316183,cvgo01.pbcn@ics.scs.es,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. De 8 a 20 h i ds. De 9 a 17 h al CAP Casc Antic. Fora d'aquest horari al tel. 061 CatSalut Respon o al CAP Peracamps (CUAP) o al CAP Manso (CUAP)|Telèfon cita prèvia|93 343 61 40,
2026170,CAP Guinardó,CAP Guinardó,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR TEODOR LLORENTE, 26",,,08041,Barcelona,Barcelonès,933489901,,93 633 88 01,431368,4585598,2.179161521,41.4190951,guinardo7g.bcn.ics@gencat.cat,,10/31/2017 08:09:16 AM +0000,"Horari|de dl. a dv. de 8 a 20 hores. Fora d'aquest horari al CUAP Dos de Maig, CUAP Cotxeres o Hospital de Sant Pau",
2026171,CAP Guineueta,CAP Guineueta,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," PS VALLDAURA, 135",,,08042,Barcelona,Barcelonès,932749534,,93 427 89 96,430290.475,4587863.393,2.165565174,41.439318324,,,10/31/2017 08:09:16 AM +0000,"Horari|de dl. a dv. de 8 a 20 h. ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP  Cotxeres",
2026172,CAP Horta - Equip Barcelona 7D,CAP Horta - Equip Barcelona 7D,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR LISBOA, 1",,,08032,Barcelona,Barcelonès,934072768,,93 420 96 57,429591.598,4586719.983,2.15733356,41.42895912,,,10/31/2017 08:09:16 AM +0000,"Horari|de dl. a dv. de 8 a 20 h. ds. de 9 a 17 h al CAP El Carmel o al CAP Guineueta. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Horta,",
2026173,CAP Horta - Equip Barcelona 7F,CAP Horta - Equip Barcelona 7F,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR LISBOA, 1",,,08032,Barcelona,Barcelonès,934072768,,93 420 96 57,429591.598,4586719.983,2.15733356,41.42895912,,,10/31/2017 08:09:16 AM +0000,"Horari|de dl. a dv. de 8 a 20 h. ds. de 9 a 17 h al CAP El Carmel o al CAP Guineueta. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Horta,",
2026174,CAP La Marina,CAP La Marina,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR AMNISTIA INTERNACIONAL, 8-14",,,08038,Barcelona,Barcelonès,934955885/2988850,,93 331 61 46,427735.395,4579274.796,2.136008908,41.361738522,,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h. (ds. de 9 a 17 h. Al CAP Carles Ribes). Fora d'aquest horari telèfon 061 CatSalut Respon o al CAP Manso (CUAP) i Urg. Pediàtriques a Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE) de dl. a dg.,
2026175,CAP La Pau,CAP La Pau,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR PERE VERGÉS, 3",,,08020,Barcelona,Barcelonès,932788660,,93 305 28 04,433908.595,4586013.978,2.209072826,41.42296716,jpallares.pbcn@ics.scs.es,,10/31/2017 08:09:16 AM +0000,Horari|de dl. a dv. de 8 a 20 h. (ds. de 9 a 17 h al CAP Besòs). Fora d'aquest horari telèfon 061 CatSalut Respon o CAP Sant Martí (CUAP).,
2026176,CAP Passeig de Sant Joan,CAP Passeig de Sant Joan,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," PS DE SANT JOAN, 20",,,08010,Barcelona,Barcelonès,933270550,,93 245 01 67,431355.089,4582638.742,2.178900388,41.392353396,,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 20 h. (ds. de 9 a 17 h al CAP Casc Antic.). Fora d'aquest horari telèfon 061 CatSalut Respon o a l'Hospital Dos de Maig (CUAP),
2026177,CAP Passeig Maragall - Equip Congrès,CAP Passeig Maragall - Equip Congrès,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," PS MARAGALL, 52-54",,,08041,Barcelona,Barcelonès,934462954,,,431512.591,4585227.515,2.180491257,41.415683079,,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o o al CAP Cotxeres (CUAP) o a l'Hospital Dos de Maig (CUAP),
2026178,CAP Poblenou,CAP Poblenou,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR LOPE DE VEGA, 138",,,08005,Barcelona,Barcelonès,934337710,,93 307 59 45,433300.859,4584092.459,2.202012468,41.405610364,mgarciaf.bcn.ics@gencat.cat,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o i al CAP Sant Martí (CUAP).,
2026179,CAP Ramon Turró,CAP Ramon Turró,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR RAMON TURRÓ, 337-339",,,08005,Barcelona,Barcelonès,934465700,,93 446 57 03,434068.125,4584144.264,2.211185544,41.406140253,,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 20 h.ds. de 9 a 17 h al CAP Poble Nou. Fora d'aquest horari telèfon 061 CatSalut Respon .o al mateix centre 24 h o al CUAP Sant Martí,
2026180,CAP Río de Janeiro - Equip Porta,CAP Río de Janeiro - Equip Porta,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV RIO DE JANEIRO, 83-91",,,08016,Barcelona,Barcelonès,932769900,,93 350 98 50,431654.101,4587857.984,2.181887006,41.439386836,,,10/31/2017 08:09:15 AM +0000,"Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Cotxeres",
2026181,CAP Río de Janeiro - Equip Properitat,CAP Río de Janeiro - Equip Properitat,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV RIO DE JANEIRO, 83-91",,,08016,Barcelona,Barcelonès,932769900,,93 350 98 50,431654.101,4587857.984,2.181887006,41.439386836,,,10/31/2017 08:09:15 AM +0000,"Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Cotxeres",
2026182,CAP Río de Janeiro - Equip Verdun,CAP Río de Janeiro - Equip Verdun,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV RIO DE JANEIRO, 83-91",,,08016,Barcelona,Barcelonès,932769900,,,431654.101,4587857.984,2.181887006,41.439386836,,,10/31/2017 08:09:15 AM +0000,"Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Cotxeres",
2026183,CAP Roger de Flor - Equip  Dreta Eixample,CAP Roger de Flor - Equip  Dreta Eixample,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR ROGER DE FLOR, 194-196",,,08013,Barcelona,Barcelonès,902500179,,93 507 03 98,430849.117,4583348.683,2.17276771,41.398704261,xjoaniquet@eapdretaeixample.com,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 21 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o al Hospital Dos de Maig (CUAP),
2026184,CAP Roger de Flor - Equip Monumental,CAP Roger de Flor - Equip Monumental,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR ROGER DE FLOR, 194-196",,,08013,Barcelona,Barcelonès,902500179,,93 507 03 98,430849.117,4583348.683,2.17276771,41.398704261,xjoaniquet@eapdretaeixample.com,,10/31/2017 08:09:15 AM +0000,Horari|de dl. a dv. de 8 a 21 h i ds. de 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o al Hospital Dos de Maig (CUAP),
2026185,CAP Roquetes,CAP Roquetes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR GARIGLIANO, 23-27",,,08042,Barcelona,Barcelonès,932768068,,93 359 44 70,431010.567,4588612.089,2.174098432,41.446123728,,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 14 h. Fora d'aquest horari telèfon 061 CatSalut Respon o al CUAP Horta,
2026186,CAP Sagrada Família - Equip Barcelona 2 I,CAP Sagrada Família - Equip Barcelona 2 I,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR CÒRSEGA, 643",,,08025,Barcelona,Barcelonès,935072580,,93 507 25 86,431219.779,4584580.046,2.17706147,41.409826538,citaprevia.gaudi@sanitatintegral.org,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 21 h i ds. de 9 a 17 h. Fora d'aquest horari atenció continuada Telèfon 061 CatSalut Respon o a l'Hospital Dos de Maig (CUAP)|Telèfon cita prèvia|93 507 25 80,
2026187,CAP Sagrada Família - Equip Barcelona 2 K,CAP Sagrada Família - Equip Barcelona 2 K,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR CÒRSEGA, 643",,,08025,Barcelona,Barcelonès,935072580,,93 507 25 86,431219.779,4584580.046,2.17706147,41.409826538,citaprevia.sagradafamillia@sanitatintegral.org,https://www.csi.cat/,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 21 h i ds. de 9 a 20 h. Fora d'aquest horari atenció continuada al telèfon 061 o al CUAP Dos de Maig.|Telèfon cita prèvia|93 507 25 80,
2026188,CAP Sanllehy,CAP Sanllehy,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV MARE DE DÉU DE MONTSERRAT, 16-18",,,08024,Barcelona,Barcelonès,932853794,,93 285 37 95,429884.517,4584993.158,2.161039142,41.413431913,,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 20 h.  ds. de 9 a 17 h al CAP Pare Claret. Fora d'aquest horari telèfon 061 CatSalut Respon o  de 8 a 20 a l'Hospital Esperança o a l'Hospital Dos de Maig (CUAP),
2026189,CAP Sant Andreu,CAP Sant Andreu,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," AV MERIDIANA, 428",,,08030,Barcelona,Barcelonès,932745490,,93 346 98 04,431767.996,4587163.696,2.183328609,41.433143322,,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 20 h. I ds. De 9 a 17 h. Fora d'aquest horari telèfon 061 CatSalut Respon o al CUAP Casernes de Sant Andreu,
2026190,CAP Sant Martí - Equip Sant Martí,CAP Sant Martí - Equip Sant Martí,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR FLUVIÀ, 209-211",,,08020,Barcelona,Barcelonès,933070812,,93 303 49 63,432878.789,4584985.748,2.196864218,41.413620829,xcos.pbcn@ics.scs.es,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 CatSalut Respon  0 24 h en el mateix centre (CUAP Sant Martí),
2026191,CAP Sant Martí - Equip Verneda Sud,CAP Sant Martí - Equip Verneda Sud,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR FLUVIÀ, 209-211",,,08020,Barcelona,Barcelonès,933070812,,93 303 49 63,432878.789,4584985.748,2.196864218,41.413620829,xcos.pbcn@ics.scs.es,,10/31/2017 08:09:14 AM +0000,Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 CatSalut Respon  0 24 h en el mateix centre (CUAP Sant Martí),
2026192,CAP Sant Rafael,CAP Sant Rafael,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," PS VALL D'HEBRON, 107-117",,,08035,Barcelona,Barcelonès,934289541,,93 428 97 84,428353.385,4586323.271,2.142562897,41.42527663,,,10/31/2017 08:09:14 AM +0000,"Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 CatSalut Respon , CUAP Horta, CUAP Cotxeres o CUAP Casernes de Sant Andreu",
2026204,Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE),Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CR NUMÀNCIA, 9-13",,,08029,Barcelona,Barcelonès,934445444,,,428082.877,4581247.669,2.139928921,41.379538593,,,10/31/2017 08:09:13 AM +0000,Horari|de dl. a dg. de 8 a 22 h. Fora d'aquest horari truqueu al 061 CatSalut Respon.,
